,Unnamed: 0,ratings,reviews,Whistleblower,sentiment
21,21,5,"I’m going to nip this issue in the bud here and post 2 images side by side of both what I received from this listing and the same product from Walmart.Many of the reviews here claim this is not an apple product and that theirs broke too quickly so it must not be apple. To them I say that they are wrong. This is indeed An apple product, as shown in the images. The product is not bad but if you miss handle the headphones they will break.If they came broken, then it is a shipper / distributor issue and you are likely due a refund.I’m not an apple fanboy but these headphones work well for facetime and casual use. I say the price point is well worth it if using with an Apple device.",0,1
22,22,1,"The negative reviews are correct. I can’t believe this. I purchased from The Armstrong Group. My earphones on first day of use are cutting in and out. And I heard a static noise in the right ear. The next day, heard an even weirder noise, and the lightning connector was literally hot like an oven. I’m too afraid to use anymore in case it gets stuck in my iPhone or just destroys it. $25 is not cheap to waste. Thank you to Amazon for the refund.",1,0
23,23,1,don’t WORK. don’t BUY ITS FAKE ALL REVIEWS ARE FAKE. IT JUST BEEPS WHEN U PLUG IT IN,1,0
24,24,5,These headphones arrived in the official Apple package. I'm an audio engineer so I compared them to the headphones that came with my iPhone and they sound exactly the same. If it is a fake it's a damn good one.,0,1
25,25,1,I had these less than a week and they shorted out in one ear. I was disappointed to waste my money on something that worked for one week. I won't be buying these again here.,0,0
26,26,1,"Do Not Buy. I don’t believe these are genuine Apple products!! Both pair I bought broke within a month of purchasing. The 1st pair quit working in one ear & (see pic) the second pair just came apart.The Seller OCG Buys replaced the 1st pair that broke, but accused me of dropping the second pair (which I didn’t) & they would not replace them. BUYER BEWARE!!!!",1,0
27,27,4,"Ocean reef electronics advertised these as refurbished . They are just plain used . They have actual ear wax in each of the four ear buds (I purchased 2 pair). The cords are dirty and grey, the seams around the volume control and earbuds are black with filth. They look like mine normally do after a couple months use which is nice enough but this is some strangers ear wax and nastiness . Not refurbished at all. So gross .",1,1
28,28,2,"I bought these after a lot of debating. I read the reviews, which were very mixed. Several of the people also commented on feeling concerned about ordering from this seller, but decided to give it a try with a good outcome. So I thought I would also take the chance. BAD CHOICE on my account! The product LOOKS like a Apple product. The came in the usual Apple box, which was sealed, and was packaged exactly the same. They appear brand new, are clean with no viable damage. HOWEVER...., although I can hear just fine through these earbuds, the person on the other end complained of muffling, breaking up, or not hearing anything at all. All within a space if a minute, with no change in location or position. THESE ARE NOT A AUTHENTIC APPLE PRODUCT. They did not state that they were reburbished either. So even if they were, to sell them as a NEW item and in a sealed APPLE box was misleading! DO NOT TRUST THIS SELLER! I don't know where they are getting this product, but it is NOT worth your money or time. It was a waste for me, and now I STILL need to buy another set of earbuds in order to handle my calls. VERY ANGERING and disappointing!! WHATEVER HAPPENED TO COMPANIES (Amazon and others) holding up to the best possible standards and making sure their customers are buying from the best?! As usual..., it's always about the money...., whether it AMAZON, another company, or one of their seller's....., the standards have gone out the window and consumers are on their own.",1,0
29,29,1,I took these out of the packaging and they appeared cracked. And they are. I almost forgot about it bc I was so disgusted I was using the jack to use other earphones but now that’s not working and I have cracked earphones. I try to give the benefit of the doubt but for a like new product - That’s pretty crappy.,0,0
30,30,5,"I am quite surprised at how many people are claiming that these didn’t work after a short time, considering majority of us are replacing the earbuds that came with our phone/purchased from the Apple Store. After paying for my third pair(I had two pairs replaced under warranty) in two almost three years, if these last six months we’re doing great.The sound works, people can hear me talking to them, and my earbuds are no longer randomly ending calls or playing music.So. They’re perfect, until they like all other earbuds fall apart or jump out my purse for freedom.",0,1
31,31,5,"After reading the reviews I was TERRIFIED of buying these on amazon, but I took the risk and went through with it anyway because I was too lazy to walk to Apple - and I couldn’t be happier about it. The headphones were both sold and fulfilled by Amazon, and they’re the real deal + work perfectly.",0,1
32,32,1,Don't waste your money!! They stopped working within 2 weeks of normal use.,0,0
33,33,1,"I ordered these well in advance of my daughter's birthday (I guess not so smart given their limited return/guarantee window). I gave them to her in mid January 2019, and they stopped working already, after less than a month! Seller would not take them back. For context, she's a very conscientious college student, and not hard on electronics like her younger brother. But I am writing this review so that others know what an unreliable product this is. Would NOT buy again.",1,0
34,34,1,"You can tell right off from the labeling on the box that doesn't match real EarPods. Then you open the box and there is no case for the EarPods - they are just wrapped around a piece of cardboard. Then you look and the volume control is in the wrong spot and not the right color. The plastic is cheap and lightweight, especially apparent in the flimsy plastic wires. The piece of plastic that wraps around the manual and warranty is actually made of paper. Just Google ""how to tell fake earpods"". These will fail every single test. And two weeks later, they are already broken.",1,0
35,35,1,"The left ear pod stopped working after just one month of use. I should have listen to the other reviewers. When they were working the sound was great from them. When walking on a treadmill or going for a light run they would bounce out of the ear and would need to be pushed back in all the time. I would not buy these if you are going to do any fast walking or more.Update:So after three tries with the EarPods I finally just received a full refund from Amazon. On all three EarPods the left one stopped working right around after a months time. Two stopped working after the return window with Amazon however the Amazon Product Support Expert I chatted with was great. The first two times they sent me a new pair, and this last time they were still able to provide a refund.Do not buy this product.",0,0
36,36,5,"I bought two sets of these to replace the Apple-brand earpods that came with my and my wife's iPhones. She lost hers, and mine got caught on a gate latch and pulled a kink in it that I expected to short out any day. It never did, but that one has now been ""promoted"" to reserve set, and I've been using these earpods ever since. They were branded as Apple items, and after a very close inspection, I could find nothing that told me otherwise. They work fine, and they are very comfortable. I have worn these earpods for more than 10 hours a day while traveling, and they felt just as good at the end of the day as they did at the beginning. No soreness in my ears, which has been a problem with other earbuds.",0,1
37,37,1,"The EarPods that I received, had average sound quality and were comfortable. However there were two major problems that came with mine. Within the first week of usage I noticed that the volume buttons did not work. While this was a disappointment it wasn’t a dealbreaker so I did not return them. After less than a month of usage, the second major problem occurred when I found that the end of the Lightning cable was corroded.(Photo) The EarPods are now essentially useless, since every time I plug it to my phone I can’t hear anything from them. Overall I’m really disappointed that this product had only one month of real usage.",0,0
38,38,1,"So disappointed in these earphones. I purchased them in April, and figured since it’s an apple product then should be good. Price was good, so little skeptical to begin with. When they arrived they looked like genuine apple product, and worked fine for first few months. Then one side stopped working, and other side made crackly sound. Was hoping these would last longer than a few months. When they did work, they worked pretty well, but can’t give good rating, as didn’t last long.",0,0
39,39,1,THESE ARE REFURBISHED - NOT NEW,1,0
40,40,2,"This is my second pair of these. The first pair worked great until my cat ate the cord. Since they worked so well, I bought a second pair. They stopped working within a week of getting them. I can count on one hand the number of times I was able to use these headphones. I am sorely disappointed this time.",0,0
41,41,1,These earbuds didn't last one week! The very tip of the plug end stayed in the phone when I went to unplug it. I had to get a pliers to get the piece that was stuck in my phone! The sound wasn't the greatest but I was putting up with that because of the cost I paid. Now it's complete garbage....waste of money!,1,0
42,42,1,These looked like OEM headphones and came packaged as new however after two songs they quit working. When I went to pull the connector out it was so hot I thought it was going to start melting. I was on a plane and I’m sure the smell of burning electronics would not have gone over well. Now I just hope it didn’t ruin the USB port on my iPhone...,1,0
43,43,1,"I didn't realize these were the previous generation apple headphones, regardless, they were used but they didn't have that nice sound crisp quality the newer apple headphones had.",0,0
44,44,5,"I didn't know what to expect when I saw the lower price and the horrible reviews trashing these EarPods. My previous EarPods (from Apple) had broken from the usual wear-and-tear from the gym and had become unusable. I wanted to buy a new pair but wasn't keen on overpaying for the EarPods that were at the Apple Store for $30 or so. I'm glad I took a chance and got these - they work great and I've used them for over a couple months. No problems with the connection and the sound is clear when loud and high quality. It would be nice to move into the realm of wireless EarPods, but these are easy to store without losing or misplacing. Highly recommend because of the sound quality and ease of use.",0,1
45,45,5,"They're definitely Apple EarPods and work great. I needed a new pair as I gave my old one away to a friend who needed them and used Mpow bluetooth headphones instead but the Apple EarPods are amazing to use for phone calls so I wanted to get a new pair and these are perfect. All the reviews saying they're ""fake"" are either really old reviews (I can't speak for back then), fake reviews, or just have no idea what they're talking about. If you're looking to buy a new pair of Apple EarPods, just get these.",0,1
46,46,5,"Some of the reviews on here caused me doubts at first if these were the real deal (since it’s a gamble with Amazon sometimes to avoid getting knock offs). But I ordered them despite those reviews.They arrived and appear to be the real deal. I bought two sets of these and compared them to the originals that I had gotten with my iPhone. You can’t tell them apart.They look, sound and operate in every way - these are authentic Apple Ear Pods with the Lightning Connector. All packaging appears to be legit too.A good deal for the price.(Apple Ear Pods were never designed for complete noise cancellation- hence the 3 stars for those that are looking for that feature in this item).",0,1
47,47,3,"While I really like the actual pod design of the headphone, (can't stand the rubber headphones in my ear) these are not the longest lasting pair of headphones. I bought this current pair Feb 19, 2019 and they stopped working yesterday 6/21/19. I don't know if it's just because I use my headphones every single day. And for long periods of time (likely the case) but if you want extremely long lasting headphones and you use them constantly then these aren't for you. If you don't use them nearly that much then they are more likely to suit what you're looking for.",0,0
48,48,1,I’ve had these headphones for exactly a month and one of the ears already stopped working. I rarely use these headphones because they are left at work for when I have down time. Very disappointed wish I could return them.,0,0
49,49,4,"If you’re reading this, you’ve probably lost or broken (like me) a previous set of EarPods, so you ought to know what you’re getting. The EarPod design is still a huge improvement over the old rounded earbuds, and are easily wiped clean or dabbed with a cotton swab. The proprietary Lightning Connector pin fits securely enough that if you fumble your iPhone, the pods are more likely to pop out of your ears than out of your iPhone. The audio is good, and the volume/button/microphone works consistently. I wish that the wiring was more durable, but considering the price of AirPods, and that most other third-party earbuds would have to plug into the 3.5mm to Lightning adapter, there are no other affordable, easy options for iPhone hands-free users.I saw that some other reviewers had trouble recieving dud sets or no EarPods at all. The photos here are to attest that I was shipped a legit Apple product.",0,1
50,50,4,"These headphones are good — I mean, it’s Apple for goodness sake. They’re high quality for the most part (sound/noise cancellation) however, the headphones have a tendency to break within a few months. The lightning cord attachment that connects the headphones to the iPhone ALWAYS detaches off of the headphones and gets stuck in the iPhone charger area. I think it’s because the headphones don’t have a sturdy wire... it’s just thin plastic. Other than that, they’re good. But keep in mind that paying for new headphones every three months (after the lightning cord breaks) adds up quick! That’s about $80+ a year on 4+ headphones bought.",0,1
51,51,5,Headphones were used but worked great came fast and perform extremely nice absolutely perfect love this buy,0,1
52,52,5,"Just wanted to drop this quick review. When I was looking to purchase this a few days ago, I saw a few reviews saying it wasn’t the real deal from Apple, well I’m here to say I just opened my package and YEAH THEY ARE THE REAL DEAL FROM APPLE. Good to know Amazon is doing right by its customers. However I don’t blame others thinking otherwise there’s still lots of confusion out there when buying these types of products. You just hope you’re getting the real deal. Hope that improves in the future.",0,1
53,53,1,"These started shorting out within a week or so of me opening them. If I had known, I would’ve returned during the return period, especially after the run around with delivery. By the time I finally got them (3 days after), I’d already bought more at the Apple store and used them for a couple of months before they shortened out (haven’t been lucky with the last couple of these I’ve bought strangely enough, usually the original ones last me until my next phone upgrade and still work, I just usually get rid of them); which is why i couldn’t return them.Honestly at first I thought I had damaged them... but the box was in perfect condition when I took them out and do were the EarPods. A waste of money.",0,0
54,54,4,"I'm not sure if these are a genuine Apple product. They look just like the originals that came with my husband's iPhone but they dont have any Apple logo or standard Apple packaging. However, mu husband says they work great and sound just like the originals so he is happy with them. For the price, they're great. Usually these go for twice the price in the Apple store.",1,1
55,55,1,"Thought that ordering this with the ""Sold by/Fulfilled"" by Amazon would be worth the risk given the reviews but less than a week after owning these headphones, I'm already having issues with them. The volume/play+pause buttons will randomly stop working and I have to plug and replug them multiple times to regain a connection. The sound also drops out and starts playing out of my iPhone X fairly frequently. Never had these issues with the headphones that came w/ my phone originally.",1,0
56,56,5,"My kids lose these more than anything I’ve ever seen! They always want the “Real Apple” when replaced. That gets expensive after a few times of replacing three kids headphones! I gave these used, like new headphones a shot and didn’t even tell my daughter they were used! They are clean and in the original paper box, you can’t even tell they are not new. She has used them for over a week and they work perfectly fine! So yeah I’ll proba be buying these again soon since all three of my kids can’t keep a set of these for more than a month :/",0,1
57,57,5,I'm very happy with these earbuds. The price was good and the packaging was nice. They arrived on time and are good quality.,0,1
58,58,4,"As others have noted just make sure you get an item that is listed as sold by and fulfilled by Amazon.My first lightning earbud purchase was a 3rd party discount item that turned out to be trash. My purchase of this item was at a discount (of $10) from Apple's list price, but even the full price purchase would have been worth it. Don't mess around with the 3rd party items. They're just not worth it. This item is definitely the way to go. Works cleanly and sounds great.Compared to what you'll shell out for the wireless earbuds, these are a great deal (and you never have to worry about charging them). Great product, but just to repeat, make sure you buy directly from Amazon.",0,1
59,59,1,"Absolute trash. Right out of the box, the mic only worked properly when inserted on a specific side in the lightning port. I marked that side with a marker and didn’t really care too much about the mild inconvenience. Fast forward 3 weeks and the mic is getting worse to where the other person on a phone call can’t even hear me speak. It’s trash. I am convinced that this is not an actual Apple product. Save your money and make sure you just purchase from Apple. These WILL fail on you.",1,0
60,60,5,"I’m quite satisfied with this product. It is clearly marked with Apple’s etching of “Designed by Apple in California Assembled in Vietnam” with the model number and a 12-digit serial number at the end of this text. This clearly is proof that it is indeed an authentic Apple product. This makes me feel really good in knowing that I’m only using genuine accessories with my genuine Apple iPhone. The sound quality is amazing with just the right amount of bass level to really emphasize the music but with out drowning out any other tones. To me, there just isn’t anything better than the kind of sound quality you get in genuine Apple EarPods for listening to music. The features on the remote is an added bonus and really makes navigating through my music list so much easier as well as answering. I really love it",0,1
61,61,1,"I never write a review but I am very upset with this purchase. I currently have an iPhone 7 which it says it’s compatible with.I purchased these back in Jan. They worked until 4 months later and they crapped out randomly. Then I purchase them again. This time they don’t work in my phone. AT ALL. They work in newer iPhone models but not mine. It could be due to the fact that my phone is the 7 and not a newer version. But regardless, don’t advertise these headphones to work for a 7 if they don’t.",0,0
62,62,1,"Wow I believe it was a real apple product. Within a week And a half one bud stopped giving sound. Two weeks it gave out completely, both sides. How would you put a apple stamp on somthing that feels cheaply made. Your money is worth more than two weeks. When they did work you could still hear your surroundings. Sound was okay, just okay. Microphone buttons actually gave out the first week. I want a refund and so will you. What a disgrace to put a apple logo on this. It’s not really apple. I have the original ones that came with my phone and sound better and everything works. Apple is built toLast. Products like this make Steve Jobs turn in his grave",1,0
63,63,1,"I read all the reviews and I was convinced these were authentic, but after buying a couple pair and using one of them for 3 weeks, I am no longer convinced. They look authentic down to the Apple box and packaging. However, they ones that came with my iphone lasted almost 2 years until I left them on a plane. The ones I bought from Amazon stopped working after 3 weeks. I'm within the return policy so that's fine, but now my headphone jack seems glitchy. I also bought two pair and they are slightly different color white. Buyer Beware!",1,0
64,64,1,"I purchased mine like two weeks ago, and look at the picture I attached. Next time just walk in to your nearest Apple shop.",1,0
65,65,2,"For $5 dollars more you can get the real headphones at the Apple store. These look authentic but immediately following the unpackaging you can feel the difference. I was desperate for headphones so these will do until they give up on me, but I would of rather paid a couple bucks more for better quality",1,0
66,66,5,"Work with my iPhone 8plus perfectly. Zero issues. Have travelled with them and toss them in my bag and they’ve held up. Sharing because I’ve ordered crappy chargers and cases online so wanted to let others know these are legit, functioning EarPods compatible with iPhones. Peace.",0,1
67,67,5,To my surprise it’s working like original Apple product.After using this product very very roughly and nearly all the time - i see that its totally worth it for the price . At first i wanted to give back - but please be informed that i am a super real reviewer as you can search on amazon.Atleast this fell 30 plus time and pulled apart type stress still hooked to phone from hands/ from ears still tangled.Still this managed to work each time and going strong. I have see other stupid produts which fail on arrival or after 1-3 times usage. I see that this can do another 1 year with similar use. Calls never drop / all clear voice to from mic .,0,1
68,68,3,I bought these headphones and they came defected right out of the package. The sounds coming out of the left ear were about 50% less loud than the right which made it appear as though only the right ear was working. I dont know if this is a common problem when buying these headphones but that is what happened with my order.,0,0
69,69,5,"When opening the box, I thought that if they put as much effort into the product as they do the packaging, then these will be great. I was not disappointed. I only use these to watch amazon prime series on my iPad, so not a great judge, but the sound quality of theme music and voice is excellent. I don’t find the shape of the ear bud particularly comfortable, but they work for my needs. Don’t think they’d stay in ears while working out.",0,1
70,70,3,"I bought two of these to replace the same ones to use with my wife's Iphone 7Plus so now I have a spare for the next time.The price is all right, $10.00 cheaper that at the source but this is the second time that I have to do it.My wife is quite gentle with them but first one side stopped working and then the other.They have not been abused and, as I said earlier, this is the second time I buy a replacement.In a way it doesn't sound fair to give a mix review for something that may last 20 years so in 20 years I may have to write an update.",0,0
71,71,4,"These work very well. The cords/wires are a bit - but perhaps they’re supposed to have a lot of slack, honestly I’m not sure.For working out - see comment about length/slack.Sound quality - they aren’t the big fancy ones but do the job.I’d say it does a great job at cancelling out noise since my child always says “I didn’t hear you!”This our second pair of earbuds. The first pair lasted a few months then one of the speakers popped out - was still connected & could be popped back in but it was a bit of a hassle doing it all the time. Amazon customer service responded very quickly, were kind and offered an immediate & satisfactory solution. We got a new pair the next day! Very appreciative.",0,1
72,72,5,"I don't know why this review asks for ""battery life"" as these are not battery-operated? At any rate, these headphones work well, came packaged in an Apple box, and seem to be the real deal. My original pair (that came with my iPhone X) died after about 18 months so I'm happy to have found this replacement that appears to be of identical quality.",0,1
73,73,1,"I ordered this item twice from this manufacturer. The first pair arrived and one earbud didn’t work. I quickly ordered another pair as I needed them for work and when the second pair arrived the input was for a regular input not Lightning. I had to use the one earbud one to take calls and couldn’t return it used, but it’s frustrating to waste money as I need to now buy a third pair.",0,0
74,74,1,"I had these headphones for less than 4 days. They did not sound good at the start. There was a little static mostly when I clicked the bar in the center to adjust the volume. There were some slight marks on the cable upon opening the package and I thought maybe it was normal and would straighten out but I did not look closely, I used them twice for maybe 15 mins each use. I was not impressed and they hurt my ears. Last night I fell asleep with them next to me I planned to listen to some music or make a call but I was too tired, when I woke up the long part of the cord was broken in many places. I have fallen asleep with other headphones before, put others in my backpack and purse and they have been fine for years. These would not have survived. I have never seen a cable break up like this before. I called both amazon and Apple customer service, amazon customer service first.Amazon was very slow and after they said I may get a refund upon return.Apple could not replace this product. They could not even verify these are legitimate Apple products because after reading every number on the box and the number printed on the cord they said none of those numbers were the serial number that was needed. Apple customer service also mentioned the reason that the cord could have broken up like this is because of improper storage from extreme heat or extreme cold.These headphones were recommended to me by a close friend who I trust, they said these are good quality and I believed him, (he has the much more expensive cordless version) it might be worth mentioning there was also no noise cancellation as my friends mentioned or bass as the customer sales rep mentioned there should have been when I did hear sound from them.The amazon customer sales rep had me try them in my ears even with the exposed cord which did not seem safe. There is no sound. The amazon sales rep mentioned he has these same headphones and that I should “try them again” or maybe he “just got lucky” with his. I am very dissatisfied and disappointed. The normal brand I use is “SkullCandy” which are great but my iPhone 7 doesn’t have a headphone jack.",1,0
75,75,5,"I will note that these are not officially sold by Apple, it is good for both gaming and music and streaming videos, but since these are sold my a third party there are features that you won’t receive as expected like playing music of of nowhere simply by pushing the select button between the volume buttons, for that I would recommend holding the select button down and asking Siri to play your songs, but it is about 95% just like Apple brand headphones, and I have had them for several months and they have not been worn down or broken for they hold up for a very long time, 4 stars just because of the missing features that Apple brand headphones have that these do not come with! But if your looking to buy these headphones and you just looking to use them for listening to music, game audio and / or streaming then I say go for it!!",1,1
76,76,4,"I really enjoy these headphones, sound quality is unmatched and the noise cancellation on them is great. They fit perfect in the ear and have never felt uncomfortable, even for long periods of time. When working out with them they do tend to slip out of your ears, but I assume that is due to the constant movement and motion. These are made specifically for apple products, just so you know. They will not work with any android products.",0,1
77,77,1,"I wear them when working in the yard or house the wire near the connection gets damaged easily if worn in a pocket, only work for a couple months. I live in rural WI and can’t use anything that requires Wifi. I have had a few of these and they never last. I am finally fed up. Maybe if all you do is sit in one spot they will work for you.",0,0
78,78,5,"Bought these for my daughter so my review is based on her feedback. Overall she is very happy with them. Says they have great sound quality, work well and cancel extraneous background noise such as me yelling at her to clean her room. Only issue I have with them is that they are over priced like most Apple products.",0,1
79,79,1,Do Not Purchase- These headphones broke within the first 5 weeks of owning them. Since they were outside of the four week window for returning to Amazon I was told to go directly to Apple to see if anything could be done under the warranty. Apple could not identify the part number so my guess is that this is not a true Apple product. Called Amazon again and they referred me to the seller. The seller has not responded to my email.,1,0
80,80,2,This product has so many flaws I cannot believe it was designed by Apple let alone the 2nd generation of the product. I returned this product twice using the Apple Care I purchased. Both times the case would not charge using a Mophie charging pad. I finally gave up and just plug it in to charge. The other problem with this device is that the left Airpod does not charge consistently. Probably due to the tolerances in the charging case being off. I stuck a piece of paper in the slot to make a tighter fit. Sad - Apple are you listening?,0,0
81,81,5,"I got an Apple iPhone XR last week, and liked the lightning charger earphones that come with it (although I think the audio quality is better from a dedicated headphone jack). Wanted a spare, ordered these in February 2019, ships and sold by Amazon. White Box is genuine Apple, says created by Apple in California, made in Vietnam. Sealed, new Apple box. They work the same and are the same construct as my iPhone XR earphones. Hope that helps.",0,1
82,82,5,"If you’re familiar with EarPods, these are them. If you have not used ear pods and you’re trying to decide if you would like them or not, sorry. No help hear. Get it? No help hear. I meant no help here, in this review. But I used hear instead of here. Because it’s headphones.",0,1
