,Unnamed: 0,ratings,reviews,Whistleblower,sentiment
28,28,5,"You don't realize how much oil accumulation your nose has or even your face. I've been meaning to get something like this because I usually push my two thumbs/fingers etc. together to force whiteheads out of my nose with a combination of a tweezer. This just does it a lot more elegantly with probably lesser skin damage. This comes charged, but it may not be a bad idea to charge it up some more. It warms up quick and you get a few modules to utilize for slightly different purposes. The top heads are very easy to put on and off, and are interchangeable. The packaging is nice and the instruction manual is actually detailed. The product itself is pretty self explanatory but for ~$30, it definitely does the job of removing blackheads, whiteheads. Your skin will get warm pretty quick so just make sure to keep that in mind when you use the item.",0,1
29,29,5,"Works great! I really like using this product to help clear up my face! Make sure to read the directions and use the interchangeable head that suits your face! It works best if you steam your face before using it, or use it after a shower. Do not leave it in the same spot on your face for more than 3-5 seconds or you could give yourself a hickey like bruise! :) great product!!",0,1
30,30,5,Wonderful better than expected!!,0,1
31,31,5,I've seen so many ads for these pore vacuums and I had to give it a try. I don’t have terrible skin but the pores around my nose could use a little help. They have always been tough to clean out and this definitely helped with it. Start on a lower setting because you could easily give yourself small hickies,0,1
32,32,5,"I was a big fan of the squeeze and pop, my wife never has been, so I am sure you can guess one of my favorite “Dr” shows is. So no more messy mirror to clean and a lot less painful. Great Product.",0,1
33,33,5,"My 17 year old daughter had some acne issues, so I bought her this to help clean her pores. It works great and is easy to clean.",0,1
34,34,5,"I don’t know if this device removed blackheads or not, but it opens my pores nicely, I like to use it then wash with rub big alcohol before bed and my face feels much cleaner after adding this to my routine.",0,1
35,35,4,"I recently just ordered the blackhead pore removal vacuum and tried it out for the first time.It comes very neatly packaged and with several different head sizes, which I can definitely appreciated. When deciding to try mine out I washed my face as regularly and used hot water to open my pores. I then decided to try out the vacuum. It has several different suction settings and I suggest using the higher settings. When using the setting though you have to continuously move it, if you suction in one place it will most likely bruise your skin. I decided to use it on my nose and chin, as that's where my pores are the worse. On my chin it seemed to work pretty well and looking at my vacuum, there was quite a bit a grime on the inside. (Use a qtip to clean it out quickly). Now on my nose it did not work as well. I will admit though that the pores on my nose are always stubborn and I've tried everything before already. I then moved onto below my eyes. There it didn't seem to get stuff out of my pores necessarily, but it definitely was getting rid of dead skin and some other grime on my skin.Overall I would say that it doesn't ""pull"" everything in your pores out. It does though get junk off your skin. I would suggest if you have sensitive skin or more dry skin this is not the product for you. If you have more oily skin, hen this is your tool!I will update in couple weeks after using it more and add pictures!",0,1
36,36,5,I love this! So easy to use even my 13 year old was able to operate it. After using it your face has a little tingle you can feel it working. As long as you follow directions there are so many uses for it,0,1
37,37,5,I like the fact that it is for different types of skin. It comes with extra suction probes and it is rechargeable and easy to use I love it so much that I added it to my night routine .,0,1
38,38,5,I really appreciate the multiple heads you can switch out. That makes it go from 3 stars to 5! With the different heads you can really get everything. It also makes it really easy to clean.,0,1
39,39,5,I purchased this product because I have oily skin and after reading reviews felt I needed to give it a shot..I normally would go to the salon for a microderm treatment but felt if this works I could save money. I'm glad that I got it and was pleasantly surprised at the difference it made being an at home treatment. Got rid of all the whiteheads in my chin...Make sure to moisturize following.,0,1
40,40,4,"This little vacuum does work. It does clear out your blackheads. It's kinda gross when you see what you take out of your skin. I won't post photos because its gross. Anyway, I was going to give it 3 stars, but it does work, so I'll chalk it up to my sensitive skin. Make sure your face is washed and moisturize before using it. If you have sensitive skin your skin will just dry out and flake. At least thats what happened to me and I do have sensitive skin. Use soap like Shea Moisture's African Black Soap, moisturize, then use this. You skin will be a bit red, but it will go away and you will have a smooth clean face. You can also use it after using an at home microdermabrasion machine. The point being, clean your face, try to get everything you can out of your pores and use this for those stubborn blocked pores.",0,1
41,41,5,I’ve had this for a while and figured it was time to review.This product works great. And has a wonderful suction. MAKE SURE YOU READ INSTRUCTIONS AND FOLLOW DIRECTIONS. I cannot stress that enough lol. Otherwise you’ll look like you have mini hickies everywhere hahaha,0,1
42,42,5,It did what it was suppose to do,0,1
43,43,1,"Unlike many of the other reviews for this thing, this one is real. The suction on this thing is way too powerful for one. It gave me hickies and red marks all over my face. Not only that but it did not even remove my blackheads or goop. I tried it with a dry face and then steamed my face just to make sure I wasn’t doing it wrong. I wasn’t. It is awful for your face. I have purple dots on my skin from the first level of suction. Save yourself. Do not but it.",0,0
44,44,1,Cannot figure it out if doenst seem to do anything other than give me red marks.,0,0
45,45,3,"Unlike other users here I actually didn't have much of an issue with the suction. If you just keep moving it and don't keep it on one spot for too long you shouldn't have a problem. The only issue with regards to this is that I did have some redness the next day after using it, but I expected this and it wasn't anything that makeup couldn't cover up.The reason I did not give this more stars as I think overall this product is not great to use. It does help slightly with the blackheads on my nose however most of the time instead of fully getting the blackheads or whiteheads out it just rips party of it out which causes the area to get more irritated. Despite this it does what it is advertised to do and will suction out some of your blackheads/whiteheads. I just probably won't use this often as I have found it causes more problems than it helps.",0,0
46,46,1,"This tool, instead of cleaning my face, bruised my face and is unusable unless I want purple streaks on my chin, nose, and cheeks.",0,0
47,47,4,"Guys, I'm stunned! I was absolutely positive that this was a gimmick, but it isn't! I could cry because I'm so excited! I don't often get zits, but my skin gets blackheads pretty badly. Especially on my nose and chin. What you are seeing are empty pores! 👐👐 I had given up on this a long time ago and just accepted my fate.My skin is as bad as it gets right bowTo give this a fighting chance, I started by taking a shower so that my pores would be open. I started on my chin. I went all-in using the fitting with the largest opening and the highest suction level. This was probably the most successful area of my face. This is gross, but I could literally see sebum collecting in the top of the fitting.After that, I switched to the exfoliator fitting and did my nose. I have really small features, so it was kind of hard to get the entire opening of the fitting into my nose without gaps. I think this would be a lot easier if you have more surface area so the vacuum can work as it's intended. I was still able to get most of my nose, but the bridge of my nose is too small for this to work easily. Fortunately, I mostly struggle with blackheads on the sides of my nose so this wasn't too much of an inconvenience.There were a few stubborn places I had to help the device along by pinching the sebum out a little. This made it easier to vacuum out stubborn pores. I am kicking myself for not taking a before picture, but I honestly didn't expect to see results.There is a little bit of a learning curve, so I wouldn't recommend using this for the first time before you have to go somewhere. Guess who has a small hickey-looking mark on her forehead. 🙋 This is a total game changer for me and I hope it helps you too!",0,1
48,48,5,This product is amazing! I do not have an acne problem but I do get flare ups and I have had two black heads on my cheek for almost a year. I was getting facials once a month and they still weren’t going away. Within a week of using this product the black heads have dramatically decreased and my overall skin looks more fresh. I love this product.,0,1
49,49,4,I have quite a few black pores on my face and nose. I have been trying for a long time to remove them without drying out my skin. I used this blackhead remover after I took a shower since my pores open up a bit from the humidity and it did a good job taking out some dirt from the pores. I would say it does hurt a little if you used the highest level power like I did.,0,1
50,50,1,The device was just a disappointment. Was super excited with all the positive reviews. Upon opening the package it all made sense. There is a card for a $15 gift card for 5 star reviews.The device had fine suction but wouldn’t actually stay on long enough to do anything. The battery wouldn’t charge properly.Returned the device and opted to not get another.,1,0
51,51,5,"I bought this hoping to get rid of the black head on my nose along with a few white heads on my cheeks. The first time I used it, I didn't use a hot towel to open up my pores, so I was a little disappointment. The second time I used it, I used a hot towel on my face for 10 minutes. What a big difference. I no long have black heads on my nose and I almost got all the white heads on my cheeks gone. I also noticed that my skin was not as oily as normal for a couple days after. I do need the highest setting, so the first time I used this product I had what looked like a hicky running down my cheek, so it is important to move along with out staying In the same spot because the suctioning is powerful and will leave marks.",0,1
52,52,3,Not really sure about this product. I read really good reviews on it so I was very excited when it showed up. I used it three times for one week and made sure to follow the directions on the best way to use it. I still didn't get much luck. It worked a little just not as much as I was hoping. I have super oily skin so I was hoping it would do a little bit more for me but that wasn't the case. I'll definitely keep trying this product and find other ways to try and make it work with my skin.,0,0
53,53,1,"Works to remove dirt not blackheads. Worked a bit for white heads on nose. It bruised my face first time using it, only had it on for half a second and it bruised bad!",0,0
54,54,5,"This is the best thing I have purchased in my life!!! I have very clear skin except for my nose. For some reason my pores on my nose collects so much dirt and grime and it always oily. I take really good care of my face, buy expensive products and I have no complaints. My nose is just my issue. I got this on a whim and was thinking it never hurts to try it out. So I washed my face before thinking it really wasn’t gonna to do much. BOY I WAS WRONG!!! The amount of stuff that came out of my nose was so disgusting. It reminded me of an episode of Dr. Pimple popper. I have used it all over my face and it still does an awesome job. Gets things out that I can’t see. I have noticed a huge difference in my pores and my face is not as oily as before. My one advice is to make sure you don’t keep it long in one spot or you are gonna get a hickey. I’m thinking of sending one of these to my sister.",0,1
55,55,1,"Very strong vaccum, but it doesn't hurt. It comes with 4 different tips for different purposes. Also works good for massaging face. It also works great for ingrown hairs from Brazilian wax. It really does suck out blackheads. Has a bunch of strength settings. Comes with a exfoliating tip.i use it alot more than I thought I would. It doesn't hurt like when you squeeze them.Update:. Could be a little stronger for hard to get pimples. And maybe a catcher to make it easier to clean because stuff gets all over the suction screen. I wish the settings stayed the same when you turn off and back on.",0,0
56,56,5,My face feels completely reguvinated! Exfoliation to the max! No more black heads in sight. My makeup is going to look amazing on top of my skin now.,0,1
57,57,5,"I liked this product because it really has strong suction. Honestly, it felt like it didn’t pull out the blackheads at the root. But it really took out a lot of whiteheads. And it made my whole face feel so much softer. If you have really sensitive skin keep it on the lowest setting or if you’re a guy and can’t cover up blemishes and just pass it over your face don’t even wait three seconds pass it over your entire face quickly (then repeat the entire face, do not retreat any other area until you have done your entire face) that way you will get any blemishes and if you do you have what recourse you have the cold soda can method it fixes surface bruising like this in a few minutes. I hope you enjoy it’s worth the price and my skin feels a lot cleaner, softer and better . Buy it, it’s worth the money don’t go hard in any area trying to get any one thing out unless you really want the bruising other than that go gentle be patient one second over each little spot keep gliding it over as the directions show you and you will have awesome results. I’m very happy with how my skin looks and feels and I know you’ll be too without spending gobs of money.It’s totally better than sitting down with an extractor going after each pore and squeezing and pushing and the whole works this is a much simpler pass to fresh cleaner skin.",0,1
58,58,5,"I have never really had bad acne per say, but I saw this and decided to give it a try.It comes with interchangeable heads/suction tips for difficult parts of the face.I used it a few times on my nose, and definitely noticed and felt a difference.. it really is surprising how much stuff this actually gets out of your pores.You might want to start with the lowest setting to see your skin tolerance and then move up in intensity so that it does not irritate your skin.WORKS GREAT! RECOMMEND!",0,1
59,59,5,"I wish I could rate this 100 stars!This thing has absolutely changed my skin.I bought it with the hopes of it just clearing up my nose blackheads and honestly didn't expect much or really visible results.It has not only cleared my blackheads but has given me the best skin I've ever had. I wish I would have found this product 15 years ago!My pores are practically invisible now - And let me tell you I've had the worst blackheads all over my face since I hit puberty and nothing has ever helped...creams,washes, strips, masks, toner, you name it and I've tried it. The ones on my nose are still a little visible without makeup but only if you're very close and that's just my skin. I've also only been using this for 2.5 weeks though so they vanish completely still.Now beyond the blackheads; I've also always had terribly greasy skin. I mean like by noon, you could fry chicken on my face and I had to touch up my makeup constantly to combat the shine and not to mention it just feels so gross to be that oily.Well this product has erased that completely. I can go ALL DAY without having to blot or touch up my makeup due to oil and I'm still shine free.Now on to wrinkles... I'm still pretty young so I don't have many wrinkles but I was starting to notice deeper laugh lines. I spend a little extra time with this product on them and they literally are not there anymore. Not a trace of them.I barely have to wear any foundation anymore because of this product and I wake up and look like I'm wearing foundation because my skin is so smooth and clear.It takes no time at all to use either. I use it for 3-4 minutes after I get out of the shower at night.This thing is simply magical. Well worth the money and more.",0,1
60,60,5,I have some blackheads on my nose that I can never get rid of. I used this and I felt like it got alot out! I took a shower to make sure my pores were open then used this. I do feel like my face feels smoother and feels better after!,0,1
61,61,1,This product works amazingly! It has a strong suction and your face feels refreshed and clean. It does leave your face a little red afterwards but it clears up quickly. The massage ball is also nice and feels relaxing.It came almost fully charged but it charged completely in no time. It is also very easy to assemble the different heads.Update:I am still using this product and my face has never get more fresh and clean. I have had fewer breakouts and even less oily skin!,0,0
62,62,5,I was amazed at this product and how well it worked. I tried numerous pore vacuums and they have all been a disappointment. Not only is it rechargable (no batteries) the suction (even the lowest setting) was enough to get the dirt and oil out of my pores. Amazing product,0,1
63,63,5,"I was totally skeptical buying this. My aunt is an esthetician and shes used the salon machine in her salon to suction my blackheads before. She used diamond bits and whatever else, a procedure that no doubt costs a small fortune if I went to another salon to get it done. I decided to try this because I wanted something at home I could use whenever needed. Mainly it's for the blackheads on my nose. I am not disappointed. The machine is small, light, fits nicely in your hand. The led screen is super helpful in telling me the strength and battery life. The different tips are awesome, theres even a sharp scrubby attachment (similar to the diamond tipped one my aunt used). For my nose I used the small attachment. Within a couple of minutes I had gunk in the attachment and I wasnt using full strength. My face is a little red and swollen but it looks cleaner. I used witchhazel to wipe the suctioned area. I'm pretty pleased with this and I'm going to keep using it once a week to see if it makes a different. Overall I'd say 20 something dollars well spent.",0,1
64,64,5,"I use a lot of makeup for stage productions and it's hard to get all the muck out of my pores. I searched for a product that would be more effective than just facial scrubs and with more power so I gave this vacuum a try. Before writing this review, I wanted to try it for a few weeks to see the results and I have not been disappointed. I can really see the difference and my pores feel smaller and my skin smoother! I use it every 3-4 days to allow time for my skin to ""rest"" in between treatments. Very happy with my purchase!",0,1
65,65,2,"I am kinda torn with this product. The suction is very strong but it does not pull much out of your face. You can’t leave the suction in one place for too long because it will bruise your skin, even on the lowest setting. I have had this for a few months and you HAVE to steam your face beforehand if you want to get anything out. That being said, it still doesn’t remove any actual blackheads, just oil and dead skin. I’ve used all the attachments before and after showering, never one blackhead removed. It is nice to see all the dead skin and oil being removed though. Disappointing.",0,0
66,66,1,The product is poorly made.,0,0
67,67,1,"I had a blackhead right on my cheek that I just could not remove. So when I got this product, i was very excited, I steamed by face to open my pores then gently used the product. But let me tell you, the suction power even on low is so strong that it bruised my skin. I think I probably left it on my skin for 1 sec. The spot turned red and started getting inflamed right away. By the late pm that skin area turned into a huge dark spot. I was livid. Totally ruined my face. This is not a good product.",0,0
68,68,1,Daña mucho la piel estuve más de 5 días con la cara roja esto es vergonzoso salir al trabajo así,0,0
69,69,5,"Update: I still am mostly happy with this, results aren't as impressive after regular use which is good, means it's working. But as you can see in the picture I went a little too strong on the suction and have literally lines of bruising down my chin...it doesn't hurt but it's ugly and reminds me to be careful around sensitive areas for breaking blood vessels...Wow I was pleasantly yet grossly surprised by how effective this was. I always avoid stuff like this because I always thought after a bad facial I had years ago my skin would erupt in whiteheads if I tried this....nope! The suction is great to get the job done but I did notice a little bleeding from the roughness of the suction but after I washed my face I didnt notice anything negative. My skin has felt smooth since and my pores I'm used to seeing on my nose and chin look smaller than ever. And yeah its satisfying to see all the gross that comes out, almost addicting",0,1
70,70,5,Great but BE CAREFUL! I do not recommend using this at any power higher than the second. And move it around and do not leave it in the same spot or you will give yourself a hickey. In my opinion the best way to use this is to sleep with on of those large hydrocolloid patches covering the area that you want to treat. Then when you wake up take the patch off and use this. Whenever I try to use this without using the patch first it doesn’t really work. But with the patch I’ve completely removed my blackheads with this thing which I’ve never done before. So much so that my coworkers have commented on how amazing my skin looks. I only use this thing on my forehead and nose as it’s tighter skin and therefore has less of a chance of getting suctioned and hickey-ed. IF YOU HAVE BROKEN CAPILLARIES OR ROSACEA DO NOT USE THIS! It will make your skin worse.,0,1
71,71,5,"I never had any issues with the size of my pores or blackheads until my late twenties and I just thought that they would go away on their own with being more religious with my normal skincare routine. I couldn’t have been more wrong. I then tried every strip and mask on the market to get rid of them and when I noticed very little difference I reverted to a metal blackhead extractor. Although it theoretically got the job done it also caused the skin in the areas I had used it to peel and the irritation would leave my Skin red and raw for sometimes more then a week afterwards. I had heard of“blackhead vacuums” but honestly thought it was a sham but finally gave in and bought this one after using my normal metal blackhead extractor caused the peeling on my nose to be so extreme that it was painful to the touch. I was shocked at how powerful this thing was. I was also disgusted by how much dirt and oil it sucked out of my skin that I couldn’t even see. I steam my face or use it straight after I shower to ensure all my pores are open which in my opinion is essential for this to work but I no longer have to deal with the peeling and irritation that I experienced with the extractor. And other then the slight bruising I get in areas where the skin is very thin I have no complaints. It’s easy to use, easy to clean and the charge on it is great. I would recommend this product to any of my friends and can already see a difference in the size of my pores. It’s been a god send to my skin.",0,1
72,72,4,"Before purchasing this I extensively read through the reviews. I was leery of purchasing because of the reviews that said he left bruising or red spots. My desire to try the product outweighed that, so I got it.I've used it several times and haven't had any issue with bruising or red spots. I've used it mainly on the lowest setting because I have sensitive skin. I wasn't able to extract anything from my pours, but my esthetician says that's because my pours are really good (even though I think they're not). I allowed someone else to use the product and it worked perfectly for them to remove blackheads from their nose and chin.I've used it daily for a week for fine lines around my eyes but have not seen a difference yet; I assume it will take some time (if it works) to show this. I'll up date this review if my findings change.",0,1
73,73,5,"I tried it right after delivery because I was excited. It definitely has good suction, but I didn't see the results I was expecting, although my wife noticed a small difference. I saw reviews suggesting a hot shower or steam first, so that night I did just that. Then I turned the device up higher, and actually followed directions. You put it on, and slowly kind of drag it across the area. I have had a field of gross whiteheads on my chin since my teens, and I'm in my mid-30s. I saw much better results! It didn't completely empty the pores, but it sucked out a serious amount of crap. Most importantly, I didn't have to pick at my chin or squeeze nearly as much. Years of doing this have given me fine little wrinkles in the area that my makeup sinks into and looks horrible. I've been using this a couple of nights a week now, and the whiteheads look smaller, and the skin there looks much plumper, healthier, and less wrinkly. It takes some maneuvering to get in the crease of my nose, but it works well there too. If you have the money, go for it. Easy to clean, too.",0,1
74,74,4,"They pay for 5 star reviews. Honestly I would have given the product a 5 star all on my own but it has lost suction so I have to put it on the highest setting and that's starting not to work. The product does honestly work to some degree. I would make sure your pores are open first. It's more effective. It half sucked out my blackheads mainly on my chin and cheeks. I've been using isopropyl alcohol to wipe the left over half sucked blackheads off and my skin has for the most part has been much more clearer. Unfortunately, I have a hard time with the attachment to be able to get the right angle to get to my nose. My pores are just as large as before but I have extremely oily skin and super large pores. Using this device does make my face red for a shot period of time but after using it I don't get any bruising, however; my suction is going out so... All in all, my skin is clearer and I love this little gaget but I'm disappointed that the suction is going out too soon. In my picture you can see all the gunk that came from my face after about 1 use. I hope you have better luck.",0,1
75,75,4,"This is high-end package is very wise choice for sending to your family and friends as a gift. This Blackhead Remover has more powerful suction and deeper cleansing of your skin. After tests implemented by more than 2000 users, this blackhead vacuum can effectively remove stubborn blackheads, whiteheads, dead skin, grease and makeup residues, smooth wrinkles and tighten skin after continuously using it for 2 - 5 weeks. The pore vacuum is designed for a variety of skin types. Use vacuum absorption technique from level 1 to level 3 suction forces, level 1 is for sensitive and dry skin, level 2-3 are for neutral skin, level 4-5 are for mixed and oily skin. Meanwhile, it has 4 suction heads for different skin conditions: Cleans up blackhead, removes dirt grease, reduces dead skin and fine lines, massage and tighten the skin. You will not have to worry about replacing batteries, built-in rechargeable lithium battery can last over 150 minutes on a single charge. LED display is used to check the suction level and battery power. It conforms to the principles of human body engineering and handhold design, easy to carry; you can enjoy your professional SPA skin care at home or traveling. The electric blackhead remover pore vacuum is made of reliable ABS material and uses an effective physical approach to solve the skin problems without any chemicals that are toxic and harmful. It is safer and more effective than traditional facial cleaning method.",0,1
