,rating,reviews,Whistleblower ,sentiment
20,5,I love the firm smell it has and the way it made.,0,1
21,5,I love this and it make my skin so smooth.,0,1
22,5,I lovee the product. Helped remove all white and black heads from my nose and cheeks area,0,1
23,2,"I really wanted to love this product. It smells great... but it did NOT work as advertised. I tried the mask thick, I tried the mask thin, I tried it with a clean freshly scrubbed face, I tried it with a face that was overdue for a shower, I tried peeling it at the recommended time, I tried giving over an hour of extra drying time... it didn’t do anything for my blackheads.My skin is dry/oily combo. I have a mix of blackheads that stick out and can easily be plucked with a pair of tweezers. I also have blackheads that sit in large pores and love to burst out when a little pressure is applied to the surrounding skin. You would think my skin would be the perfect candidate for a mask the “sucks blackheads out” ... but no, it just sucks and the blackheads sit back and laugh, cozy in my pores.It’s too expensive to buy for its nice masculine woodsy aroma, which I do really love. But I want and need a mask for blackhead removal. This mask is not the one. My search shall continue. 😢",0,0
24,5,This product is really good! It removed my blackheads and now my face looks refreshed. I recommend this product,0,1
25,5,This product was very helpful to peel off dead skin. It leaves your face smoother than it was before,0,1
26,1,Not legit Piero Lorenzo product. Im really upset i didn’t get what was advertised because I love the ACTUAL Piero Lorenzo face mask. :(,1,0
27,5,This is a great black mask. For best outcome shower/wash face before hand! my face feels great after using this mask.,0,1
28,1,The only thing it pulled off was my little hairs blackheads where untouched. Probably would have done a better job with elmers glue. On top of that even after eating for it to dry it still left product still on me. I had to scrub it off and still have to deal with the blackheads,0,0
29,5,Great,0,1
30,1,"This is not authentic, and it appears to be a Chinese counterfeit.",1,0
31,2,"So i’ve been waiting for this product alllllll day. I even went up to the mail person and took the package😂. When I saw the box i was very skeptical, because it was incredibly small. and then when i opened the box the bottle was the size of my hand ( mind you, i have VERY small hands). When i put the mask on my face it was fairly easy to do. i let it dry and when i started peeling it off and i almost cried! i tried putting water on it but it only made it stickier. after i finally forced myself to rip the whole thing off, i realized that my face has several red bumps on my face ( i tested it before hand on my arm since i have sensitive skin, once it dried i just took it off, assuming that everything was fine.) it also didn’t work at all😂",0,0
32,5,Awesome at removing dirt out of clogged pores . And makes skin smooth after one use.,0,1
33,5,The mask works. It cleaned my pores and it is easy to peel off.,0,1
34,3,"Ow ow ow ow OWWWW! Well it’s a mask. And it peels off. No good or bad scent to it, not really any scent at all. Me and my brother used to use our mothers peel off masks for fun when we were kids cuz we thought it was cool how it looked like u were peeling off ur skin(it was a clear aloe face mask). Thought I’d try it out now as an adult to help clean out pores.If u have any peach fuzz on ur face at all MAKE SURE U SHAVE THAT STUFF OFF FIRST! I did not consider peach fuzz would b a problem since i don’t have much and it’s not really visible. Holy crap it definitely made a difference. Because of those tiny peach fuzz hairs it felt like i was actually peeling the skin off my face. I don’t think i’ll b using peel off masks again LOL. Also i haven’t seen any difference to skin from before and after mask.",0,0
35,5,Always look for products from The Friendly Swede as they are high quality and the company cares about their products. These are no exception. Highly recommend.,0,1
36,5,got a lot of products for the money.,0,1
37,2,"I wanted to try this type of mask for a while. I was a little underwhelmed with my experience of this particular brand. It operated somewhat like a wax strip for tiny hairs on my face that I didn't know existed. While I don't have a particular problem with that, it did nothing for the blackheads, and I did use a warm towel as a compress for close to ten minutes prior to using the mask. Perhaps it would be more efficient if I used it after a longer shower. I'm not excited to try it again, though, because of the way it smelled once it had been on my face for a little while and was still drying. It smelled basically like elmer's glue. It has a nice fresh scent when applying, so I was surprised when the smell changed, and it kind of ruined the whole 'pampering yourself' experience. I read quite a few reviews before purchasing, and no one mentioned this. So, I don't know if it's just the batch I happened to get or if everyone is leaving positive reviews because they offer a $10 gift card if you post a review. Either way, I wouldn't buy it again because elmer's glue is cheaper.",0,0
38,5,"This seems to work a lot better then the African black soap clarifying mask I use to it. And it is hard to find a charcoal mask that didn’t have a lot of fruit extract in them. The item activated charcoal black mask will remove blackheads, whiteheads, acne and keep your face smooth and tender. Due in part because skin caused by acne, Oily skin strawberry nose, nose large pores blackheads(long-term use of the computer, watching television. As I have an intolerance to fruit I needed a good alternative that had the other ingredients I want like charcoal. I actually feel it shrinking my pores and clearing my black heads that I would get from time to time. This is working well for me and improving my skin as well. I will continue to use this black mask.",0,1
39,5,"We're shipped fast , work good, and reasonably priced.",0,1
40,5,"Awesome! I absolutely love using this mask! This is my first mask of this type and I have recommended to everyone I know. It’s a bit weird to get out (very gooey, yet thick), so be careful not to have it pointed down when you open, otherwise it can come out uncontrollably. Just open with cap up and lightly squeeze a bit out at a time. Try to apply rather quickly as it begins to set some rather quickly. Once it’s on it’s great and you can feel it tightening some, then when it’s done it will feel smooth and may start peeling some when you flex your face.For the most part it does/wants to come off in a single piece, so definitely be patient and please avoid eyebrows!Face feels great afterwards, no problems with my sensitive skin (I get psoriasis on my face and neck). Peels easily, but enough to get gunk out of pores that are ready to release it. Removes dead skin and hidden dirt well. Won’t get all the blackheads at once, but it’s still much better than without the mask.Overall, I highly recommend it! I know my mom is ready to try some herself. Great company and customer service!",0,1
41,4,I purchased this product for my teenage son because he was complaining about blackheads on his nose. I purchased the pore vacuum hand held device but that did not work well so I decided to give this product a try and IT WORKED! He said it feels so good when he is peeling it off and can feel all the black head getting sucked out. He has been using it once every 3-4 days and now his nose is blackhead free!,0,1
42,3,"I've only used this product once so far, but I am pretty satisfied. It says to apply a thick layer, but I'm thinking that maybe I applied it a little too thick because it took a lot longer than 10-15 minutes to dry. The areas of my face that I put a thinner layer on got really tight and it did peel off easily in those areas. I didn't see as many blackheads come out as I was hoping, but it definitely ripped out any facial hair I had. The scent is very strong, and it smells more like a typical male product. It has a cooling feeling to it that was a little overwhelming at first, but it calmed down the longer it was on my skin. I washed my face prior to using, and I rinsed my face off after peeling just to be sure. It didn't feel like there was any leftover residue, but I really wanted to get the scent off.",0,0
43,5,I haven't usd them yet but if they are as good as my previous ones that I have bought they will be great,0,1
44,5,"This is my third time purchasing this mask! I use it weekly to maintain peach fuzz and clogged pores. This is one of my must haves when traveling and I would recommend anyone to give it a try!I steam my face for about 10 minutes over a small bowl of boiled water, pat dry, apply the mask and turn on a movie! When it dries I remove it and finish with a moisturizer or a hydration mask!",0,1
45,1,"I’ve been using Boscia black peel mask for years but opted for a cheaper version... the first time I used this mask, it was great. My skin looked brighter, smoother and all around just better. —Definitely intense and even rips off the baby hairs on your face.The second time I did it, I had a bad reaction and my skin broke out all over. I was in denial, thinking maybe it was just some freak thing unrelated (hormones, stress, etc.) and so a couple days ago I tried a third time and my skin broke out all over again.I wouldn’t recommend it after my experience, honestly. And I’m not even someone with sensitive skin. Just didn’t sit right with me.",0,0
46,5,"I have used many masks that “guarantee” to remove blackheads or make my face “smooth”. All have failed me until this product right here. So easy to use. I’m not going to lie and say it didn’t hurt when peeling it off in certain areas of the face (that’s how you know it’s good haha). I have sensitive skin so my face was pretty red after peeling it off but of course cleared up right away.The morning after using it, my face didn’t have any blackheads or whiteheads, and my face was so smooth!!! I even tried it on my son who is a teen starting to get acne and blackheads and it worked for him as well. I would HIGHLY recommend this product and would definitely be purchasing lore in the future 😊",0,1
47,5,"At first I was skeptical when I received Piero Lorenzo Blackhead Remover Mask. I didn't even like to say the word! As I age, the pores are getting larger, giving dirt a place to lodge. So I said, ""what the heck? I'll try this mask . Well, I wish I would have found this product years ago!!! The first time I used it, I put it on the T-Zone (cheeks over the nose , then down the other side. It felt cool and so comfortable, I forgot about it being on, until the postman came to the door. He looked at me funny. I rinsed the mask material off. The area I put it on was smooth. and the pores in my nose, were a bit smaller. I get happier every time I use it because the pores and dirt in them fade a little more.I will be buying it again and may give it to a few friends that have the same problem!",0,1
48,1,"Super disappointed. I was looking for one of those crazy black head remover masks. This was just a sinple peel off mask, didnt do squat.",0,0
49,5,great Condition,0,1
50,4,"I’d hard to know if this is working but I do enjoy using it. I thought it would be more easy to peel off by applying a thick layer but it doesn’t help because it doesn’t dry enough (and I’ve even left it on for 20 min to make sure). I use tweezers to pick up the corners when removing. I’m not a fan of the scent either- smells like cologne. I hope I’m using it correctly. I still have blackheads but I think it may be helping with my pores. I don’t use it alone, rather I’ve added it to my facial caree regimen.",0,1
51,5,"Wow! This products does exactly what the description and photos show. I applied it a little thicker than needed the first time, so it took a little longer in time to set up for easy removal. I cannot believe how well it cleaned my pours. I cannot believe how dirty they were, I'm not working in a coal mine! This is going to be my monthly ritual here on out. This mask truly works!",0,1
52,1,"The mask is on my face for the first time. Within minutes, literally while still putting it on my eyes are burning like I’m cutting onions!!! They’re watering and my face has this intense cooling, icy hot vibes.I wrote that top part as the mask is still on. I left it for 30 mins and it took me 10 mins to take off!! It didn’t peel. It was too thin in some areas and apparently too thick to rip off? Only a few chunks came off but eventually I had to scrub my face with a cleaning brush. My face hurts. Total waste of money. Don’t waste your time on this glue. Nothing even came off, it’s impossible. My eyes watered so bad it was unenjoyable.",0,0
53,4,"I have very stubborn blackheads on my nose, I have try many products and many ways to remove them, I do get some out but not all of them some are so deep and stubborn its annoying. so I have tried it and it take about 15 minutes or till dry. it definitely did remove a bunch of blackheads but not as deep cleaning as a would of wish . I still have many left, on the bright side it does leave your sking soft and it looks cleaner. pretty sure if your blackheads aren't stubborn this product will be great .",0,1
54,5,"If you're like me and ONLY buy after reading great reviews about a product, then read my review and simply press the buy button! (I buy from Amazon at least once a week!) Honestly, this product was just as described and very cute packaging. It shipped really fast too. I look for quality when buying anything and this met my standards 100%. I'm not too big on writing reviews all the time but I took the time out to do so because I'm very please with this purchase. I would definitely buy again!",0,1
55,5,"I have been using this product for a few weeks now, and it really helps with deep cleaning my pores. i am a performer, so i wear makeup and sweat regularly so understandably i get a few troublesome blackheads from time to time. Usually after one treatment the majority of my pores feel clean and refreshed. If i have a stubborn one, i just wait a few days and reuse the mask. Wonderful Product, the accompanying paddle to spread the mask was kind of unnecessary, but a different shape wold have been more effective. that's my only complaint.",0,1
56,5,"As long as you use it, you will fall in love with this product, since I used so long, I felt that it is the best which I have. I also bought one for my sister and one for myself. I still have plenty, my sister has ran out of hers in a little over a year! Upgraded Formula peel of mask has unique strong absorption and deep cleaning function, could remove stubborn stains or oil spots on face, will make your pores smaller after single use.Everyone is different and some prefer to spend more money, but if I can save money and still get a comparable item then I am all for it and this was one of those purchases! I love the price as well you can't go wrong with the price for all of the other you get!",0,1
57,5,"There are so many masks on amazon and I have tried many different peel off masks before, and I didn’t find one really works for my face, until I saw this product. And so far this one is one of my top favorites. It left my face feeling so smooth and clean feeling. Even in cold areas my skin tends to get super oily, and so this mask also helped clean that. The process is a little messy but fun at the same time. It wasn’t so painful to peel. The refreshing feeling of seeing all the dirt and grime that came off with the mask is unforgettable. Really good at removing those junk on your face! We will be using it again and again!",0,1
58,1,"I have had great experiences with other masks, but this was a waste of money and not relaxing at all. After taking a shower, I put it on my face and waited until it felt dry. I thought about removing it early because it kind of burned. When it was dry, I ended up spending at least 15 minutes trying to peel it off because it came apart and ended up having to scrub my face again to get it off. The mask did nothing except rip the baby hairs out of my face.",0,0
59,4,"I do admit that I expected to peel off this product in a painful way (I've seen so many funny videos on this).. It wasn't like that at all! Easy to apply, easy to peel off.. My skin is left soft and the pores shrink in size. The only downside is the smell-I think the product would be better without it! I also found myself continuing to squeeze the extra clogged pores left behind; still think I need something more hardcore & painful ;). Overall, give this product a try!",0,1
60,5,"When I first used the product, I didn't use enough and the peel process was more a wash off process. The next time out I made sure to increase the amount I used and it went better. Now I feel like a pro, so don't get discouraged if the first couple of tries are less than successful. Once I got the hang of using the mask, it's worked well for me. As with everybody as of late because of the pandemic, life has been more stressful which affects many things. For me, using this product has definitely helped my skin during a time where stress takes its toll.",0,1
61,5,"I’m using it on my face which is my problem area for blackheads. I absolutely enjoy this product. The product arrived on time and very well packaged. Before you use the mask, you need to open up your pores by taking hot shower/bath or just putting hot wet towel on your face for a few minutes. Then spread the mask. Leave it on for 15-20 mins. Be careful when you are peeling it off, because those little hairs on your face can be pulled out also with the mask. After using this mask, I notice that it shrinks my pores and it pulls all that nasty stuff out of me face. It left my face feeling fresh. I am very happy with the results.The item activated charcoal black mask will remove blackheads, whiteheads, acne and keep your face smooth and tender. Due in part because skin caused by acne, Oily skin strawberry nose, nose large pores blackheads(long-term use of the computer, watching television. As I have an intolerance to fruit I needed a good alternative that had the other ingredients I want like charcoal. I actually feel it shrinking my pores and clearing my black heads that I would get from time to time. This is working well for me and improving my skin as well. I will continue to use this black mask.",0,1
62,5,"I am so happy with this Blackhead Remover because it cleared my skin and remover most of my blackheads as advertised. There are so many reasons that you can choose other, while I definitely use this stuff because as long as you use it, you will fall in love with this product, since I used so long, I felt that it is the best which I have. I also bought one for my sister and one for myself. I still have plenty, my sister has ran out of hers in a little over a year! Upgraded Formula peel of mask has unique strong absorption and deep cleaning function, could remove stubborn stains or oil spots on face, will make your pores smaller after single use.Everyone is different and some prefer to spend more money, but if I can save money and still get a comparable item then I am all for it and this was one of those purchases! I love the price as well you can't go wrong with the price for all of the other you get!",0,1
63,5,This is a really nice product. The mask does what it says its going to do and I would also like to add that you should apply a thin layer of the product because that's all you really need. I went overboard and it took a bit longer to dry but the results were great. My skin was clean and blackhead free. I think the price is extremely reasonable and I should go order more because my husband tried it and now he loves it. It performs like a high end product in my opinion as I've bought a few. So im happy,0,1
64,2,"I didn't realize that the tube would only be 2oz, so its like a travel sized item. Not a full size product for $16, which I was expecting. So was a bit disturbed at that when it arrived right away. Then I started looking through some of the reviews, and it looks like this company hires people to write glowing reviews about their product. Where English is obviously not their first language, so their verbiage is wrong, etc. Then I see that this is made in Guangzhou, China. In the epicenter of this pandemic. Little bit scared that I even touched the box now.",0,0
65,5,I had a bad experience where I was trying to get a charcoal peel off mask and it was just regular gel mask wasn’t the intense one I wanted so I stopped ordering masks but online. Finally I gave it another shot with this one based on reviews and finally I got the right one! Intense as everyone says it is they are not exaggerating in those videos but it works. I needed something to completely clear my pores.,0,1
66,5,"I really liked the product. It did take longer to dry then it said but I also think I just put it on way too thick. The smell is pleasant and once it is dry it doesn't feel like its ripping your face off with it. Which is always a plus. I swear you do not need to be in excruciating pain to remove blackheads. So overall it worked well, smelled nice, and didn't hurt.",0,1
67,5,"I like this product because:1. It has no strong odor2. it comes with a paddle like stick so you can apply it to your face without using your hands. It's especially useful to me since I have long acrylic nails3. It is easy to peel off4. It really does ""suck"" or peel off dirt from your face (literal dirt, white heads, black heads) but it does not burn or sting or hurt when peeling offAn aesthetician once told me that facial skin regenerates after 10 days. I use this every 10 days and my face feels like a baby's. So this could actually be a substitute for your $100+ facial",0,1
68,4,"I’ve used other black peal masks of this nature, and I’ve had difficulty peaking them off. This one is easy to peel however maybe almost too easy? I have dry skin and the ones that were hard to peel off really stick to my skin so when I finally was able to pull it off, it took with it all my flaky dry skin. This one left a some of that behind but it wasn’t a huge issue.. it still worked great as a step one to my weekly face regime - I apply a hydrating mask after the peel and it works like a charm each time. Another thing I noticed with this brand is the there is a stronger scent to it - my nose definitely had to adjust to it but it didn’t cause my skin any irritation or anything. I would purchase again - I love seeing it take away all the crap from my face - very satisfying.",0,1
69,5,"I was afraid that when peeling this mask would rip off my face altogether. In reality… peeling off was a breeze. I used this mask 3 times before coming here to review it. All in all, the results were better than expected. It made a big difference in my skin right away. Much smoother for sure, and softer too. I could actually just wash it off, which may have been less effective but still less painful too. By peeling it off, the mask unclogged my pores very well. I feel like my face started breathing. The mask did remove some blackheads and whiteheads but not all. The ones it did not remove it pulled to the closer to the surface and made them easier to extract. I believe it’s a great product for cleansing and detoxing my face. That was like the most refreshing feeling I’ve had with a skincare product. Will definitely use again.",0,1
70,5,"I bought this based on the positive reviews and I'm not disappointed! I've used it several times focusing on my nose and chin. The first time I used it, it didn't work that well. But I had only used a thin layer. The next time, I used more product and it worked great on my nose. It still worked on my chin, just not quite as well as on my nose. I'm going to play around with more or less product on my chin to see if it will get my really stubborn blackheads. I want to clarify that by saying that even if it didn't get every last tiny blackhead on my chin, this product works and works well! My nose looks so much better. I'm grateful I listened to the reviews and gave this a shot. It's worth it!",0,1
71,5,"Peeling was interesting, and I love this because it gave me what I expected. Every time I use this mask it takes away my blackheads, whiteheads and whatever other dirt on my face, since it dried so tightly on the skin, it sunk into my pores. I usually use it right after shower, when my pores are open, it did in fact pull impurities out of the skin. With a thick layer, it takes about 30 minutes to fully dry. Be careful of those little hairs on your face because those can be pulled out also when peeling the mask. It left my face cleaner than it was, slightly dry, but feeling fresh. It’s painful to peel off but when I do it slowly and from bottom up the pain is minimized and manageable. More than anything it’s so refreshing to see impurities removed from my face. There was a little residue that was easily removed with a damp cloth. Great value! Highly recommend!",0,1
72,1,This didn’t work at all! It took forever to dry first of all and when it did and took off nothing came out! The white and black heads were still there. It’s not worth purchasing it.,0,0
73,4,"I have really sensitive skin and break out at the edges of my face (probably from my hair products and touching my face). I hoped using this would help, but it didn't. I actually had a mildly worsened break out. I can't tell that it really got much in the way of blackheads, but mine are mild. I'm going to keep trying, but just on my nose.",0,1
74,3,"Maybe it says something about my skin or maybe it says something about this product, but I don't feel like it grabs a lot of sebum (and that is what it's grabbing, not blackheads, don't be fooled). Don't see myself purchasing this anymore as I've since learned a better skincare routine will clear out my face better than any peeling mask",0,0
75,1,This is the hardest face mask to remove. Says it dries in 10-15 min really took almost 30. Still came off in little tiny pieces and took forever. And didn’t really help with black heads at all. Very runny and messy product.,0,0
76,1,I looked at product packaging there was no company name or address and only has made in China. The lack of a company name and address makes me highly suspicious of not only quality but safety.,1,0
77,5,I have used this black mask a few times. It removes white heads and leave the skin smooth and clean. The mask dries relatively fast so no waiting around. It peels off smoothly without ripping. The adhesion is strong but not painful so it does the job without the irritation. The price is competitive with similar products. I would definitely buy again.,0,1
78,4,"I liked this mask but it irritated my skin a little bit and I believe it was due to the heavy perfume used in this product....I have very sensitive skin....it smells wonderful, kinda reminds me of Mademoiselle by Chanel, I could smell it as soon as I opened the shipping box it came in....however, this much perfume in something I put on my face is a no for me...that's why I gave it only 4 stars...I will be giving away.",0,1
79,5,"This product works very well. I ordered this while searching for a new mask because another black mask we tried irritated my wife’s skin. This one is a winner, it does not irritate her skin and works very well. The only downside is that it’s a little tough to smear around and it has to be nice and thick or it dries blotchy. I would definitely recommend this product.",0,1
80,1,Did not pull out blackheads as i thought it would. Too expensive.,0,0
81,5,"I didn't get a ton of stuff on it like in the commercials, but that's OK. I'm pretty sure it does the trick. My pores look cleaner, so I assume they will become smaller over time which is what I need. The scent is a bit too much for me, but it's not horrible. I had to let it dry for 25 minutes to peel off easily.",0,1
82,5,"I had really bad blackheads and was looking for a good mask to remove them. I tried this and it works really well! I use it twice a week after showering and my face is really smooth and cleansed afterward. The only thing that I would say is that it's really important to use a thin layer (it doesn't say to on the box, only in the description on here). Otherwise it takes forever to dry",0,1
83,3,I usually buy the strips that dry on your face an have had great success with them. I decided to give this a try due to its rating and amount of customer use. However I have ran into issues. I do not know how to apply the correct amount on my face. It's either too thin or it's running down my face. When removing Im either struggling to peal it off or it's still muddy. I would like better instructions on how to apply this product.,0,0
84,5,This product is great for removing those stubborn blackheads from your nose and for removing dead skin on your face. I highly recommend do not use it on eyebrows mustache or lips as it will hurt like hell. I've seen too many videos on YouTube people doing it and I don't want you to either. If you're smart then this is amazing!,0,1
85,5,"I have super oily skin and I've tried numerous different charcoal peel off masks, most don't even remove the dead layer of skin. This one however, was able to get into to pores a bit more and pulls out dry dead skin cells and even some surface white and black heads. Still doesn't get all of them, even after a vigorous scrub before I apply the mask, but that's only because my skin is so oily, it's hard for anything to stick to it. Will buy this product again once I run out. Also it leaves my skin super soft and matte.",0,1
86,5,"Really loved using this. Definitely take a hot shower or put a warm towel on your face for better results. I applied it pretty thick to my face and was afraid it was going to be tough to rip off and hurt. But when it dries it gets the job done + it doesn't hurt and peels over VERY easily. Love it, definitely going to buy more!",0,1
87,3,"Product is good, but make sure you give it plenty of time to dry. I applied a bit thick and took a bit more than the recommended 15 minutes. Although if it doesn't pull off completely the scrub to get it off will definitely exfoliate the skin. If it drys completely this isn't a problem. Overall happy with it.",0,0
88,1,I usually use biore pore strips weekly and get out a forest worth of black heads and such. This pulled out maybe 5. I put it on just thick enough to not be see through and it took about an hour to fully dry. It did not work as advertised for me even though I put it on right after a shower so it had the best chance.,0,0
89,5,"UPDATE 5/7/13: I just bought two more packages of these. The main reason I go through so many is that when my friends see me using them, they ask where I got them, and since there were so many in the first package I bought, I was giving them away any time someone admired them. The other reason is that I have them all over the house, in the car, and in my purse (and always one of the attachable ones on my phone). I have an android phone, and these are great to use when I swipe, which I prefer to texting. I still use it for my iPad, as well. They come in fun colors, and they are so affordable. I still can't understand why people pay so much for just one. I have one that cost $10, and it doesn't work any better than these.ORIGINAL REVIEW: I love these! Love the colors, and there are plenty of them, so I always have one handy, even if I didn't put the last one back with my iPad. I guess I am not a perfectionist with these things, because I don't see why someone would spend the money for the more expensive ones. However, I don't spend a lot on pens, either--too easy to lose them.",0,1
90,5,"This blackhead mask is very easy to put on. It's not super sticky that it leaves residue on you after putting in on. It spreads on very easy and it does not smell awful. This product can be used about 10-15 times, I would say. When you peel it off, it can be tempting to just rip it off, BUT PLEASE DO NOT DO THIS. Remove the mask so that it can remove the impurities. The mask also doesn't rip when peeling it off. The areas that I put the mask on feel very soft and clean after using it. Overall, very happy with this product.",0,1
91,5,You need to make it a bit thicker on the edges if you make it too thin it takes a few extra minutes to get off. But this is a solid product and I'd buy it again.,0,1
92,1,"This product does NOT remove blackheads. After using it, I had to pop my blackheads with my fingers like an idiot. Then, the company had the nerve to send me spam in the mail to my house where I live and ask me to buy more. ""Hello ma'am would you like to buy some more of our trash?"" ""Sure, I'll take the lot!"" hah yeah",0,0
93,5,"Mask comes with a little plastic spoon, which makes applying it on the face very easy and keeps fingers clean. After use I wiped all the remaining product from the spoon and then washed it, I'm very happy how mess free it is!I washed my face and put a hot towel for a minute before putting the mask on. It felt great on the face. But I think I applied too much, because after 15 min it was still wet, and I had to wait a little bit longer. After mask was completely dry I peeled it off (it was a little bit painful on the cheeks, maybe I kept mask too long on my face..). The result was ok, definitely i will try this mask again in few days.",0,1
94,5,"At first I taught they were cheap and thus low quality, but was surprise to see that they work great on the iPad3, iphone and itouch. I bought this for my kids to use with the iPad, specially for apps that are designed for writing. They use them several times a week when they study for their spelling test with an app called ""Things to Learn"", and they were trilled because it was like using a pencil when writing.The long ones are very comfortable and the tip is sturdy, they lasted being thrown in their backpack and in the pencil box, mixed with all the pencils. The small ones come with a string to attach to the earphone plug, this are the ones that my kids prefer I find them too small for an adult to write but they are great for using on my iPhone for dialing or navigating thru apps. The big ones are the ones I like, both for adults and for kids. Have used them with several apps and respond very good. Have used them for gifts for kids, together with an app for their use and both the parents and kids like them.",0,1
95,5,"Arrived via USPS in a bubble wrap envelope within a few days of ordering.The cheapest I can find these locally are at Walgreens for about $6 a piece. Those are plastic and no where near as nice as these. At Office Depot, they are about $14 a piece for the cheapest. So, this is a good deal considering quality and quantity.These are nicely made. There is a hole in the clip end to attach a lanyard. There are also inserts for attaching to a standard earplug hole. I believe the barrel is plastic but it has a metallic appearance. They do not look cheap. The small ones are easily attached to a key chain and are 1.75 inches. That is 0.25 inches shorter than my house key. The bigger ones are 4.5 inches in length.I do not care for the girly colors so I will give those away but there are more than enough for me. I wish you could order single colors.They work well on my Kindle Fire and Samsung Galaxy 3. I also use them for debit card devices, self checkout screens, etc. Lots of fingers touch those screens.Overall, very pleased with purchase.",0,1
